title,popularity,vote_count,vote_average,genre,release_year
Rise: Blood Hunter,13.845,174,5,"Action, Adventure, Horror, Thriller",2007
The Wanderers,13.845,134,7.1,Drama,1979
Ricochet,13.841,213,6.1,"Crime, Thriller, Action",1991
A Wizard's Tale,13.838,48,5.9,"Comedy, Animation, Adventure, Family, Fantasy",2018
Gamera vs. Gyaos,13.838,48,6.6,"Action, Adventure, Horror, Science Fiction",1967
The Red Ghost,13.837,34,6.6,"War, Drama, History",2020
Body Cam,13.834,237,6.3,"Horror, Thriller, Mystery",2020
Samurai Rebellion,13.834,137,8.2,"Drama, Action",1967
Inferno,13.833,427,6.7,"Horror, Thriller",1980
Destination Wedding,13.829,543,5.7,"Romance, Comedy, Drama",2018
Bao,13.823,889,7.6,"Animation, Family, Fantasy",2018
Angels in the Outfield,13.823,338,5.9,"Comedy, Drama, Family, Fantasy",1994
Curious George 3: Back to the Jungle,13.822,27,6.8,"Animation, Family, Adventure",2015
The Fencer,13.822,55,7,"Drama, History",2015
Eleven Silent Men,13.82,2,2.5,Drama,2022
Christmas Made to Order,13.819,161,6.2,"TV Movie, Romance",2018
Dolphin Tale,13.819,534,6.9,"Drama, Family",2011
Be Cool,13.819,712,5.4,"Comedy, Crime",2005
The Crow: Wicked Prayer,13.817,136,3.4,"Action, Horror, Thriller, Fantasy",2005
The Cranes Are Flying,13.812,231,8,"Drama, Romance, War",1957
Noroi: The Curse,13.812,191,6.8,"Horror, Mystery, Thriller",2005
Bowling for Columbine,13.812,1213,7.6,Documentary,2002
Hello World,13.81,173,7.2,"Science Fiction, Romance, Animation",2019
I'm Thinking of Ending Things,13.809,1357,6.6,"Drama, Mystery",2020
Immortal Beloved,13.809,255,7.1,"Drama, Music, Romance",1994
High and Low,13.809,550,8.3,"Crime, Drama, Mystery, Thriller",1963
SPF-18,13.808,974,4.4,"Romance, Drama",2017
Big Buck Bunny,13.808,153,6.5,"Animation, Comedy, Family",2008
The Octagon,13.804,79,5.1,"Adventure, Action, Thriller",1980
Above the Rim,13.804,142,6.9,Crime,1994
Phenomenon,13.803,865,6.3,"Drama, Fantasy, Romance, Science Fiction",1996
3022,13.8,150,5.5,Science Fiction,2019
Raise the Titanic,13.8,59,5.5,Adventure,1980
While the Wolf's Away,13.799,81,7.6,"Mystery, Drama, Thriller",2017
Stir Crazy,13.798,324,6.5,Comedy,1980
Dangal,13.797,667,8,"Drama, Action",2016
Ratter,13.797,265,5.1,"Drama, Horror, Thriller",2015
Wonder Boys,13.797,456,6.9,"Comedy, Drama",2000
Macbeth,13.796,204,7.1,"War, Drama",1971
LOL,13.795,2416,6.1,"Drama, Comedy, Romance",2012
Some Like It Rare,13.794,98,6.9,"Comedy, Horror",2021
Union of Salvation,13.792,22,6.9,"Drama, History, Adventure",2019
A Better Tomorrow,13.791,325,7.4,"Action, Crime, Drama",1986
Hero,13.791,344,6.4,"Drama, Comedy, Thriller, Mystery",1992
No Time for Nuts,13.79,130,7.3,"Adventure, Animation, Family, TV Movie",2006
The Negotiation,13.789,90,7,"Crime, Action, Thriller",2018
Garfield's Pet Force,13.789,77,5.7,"Animation, Comedy, Family",2009
The Green Butchers,13.789,186,7.2,Comedy,2003
Body Double,13.788,513,6.7,"Crime, Mystery, Thriller",1984
Lost & Found,13.784,71,5.2,"Comedy, Romance",1999
RRRrrrr!!!,13.784,939,6.3,Comedy,2004
K-ON! The Movie,13.781,52,7.9,"Animation, Family, Adventure, Comedy, Music",2011
Big Miracle,13.781,387,6.6,"Drama, Romance, Adventure",2012
Little Lord Fauntleroy,13.78,209,7.4,"TV Movie, Family, Drama",1980
Return to Nim's Island,13.779,461,6.4,"Family, Adventure",2013
Taps,13.779,203,6.9,"War, Drama",1981
The Artist,13.778,2651,7.4,"Drama, Comedy, Romance",2011
The Call,13.777,83,5.4,"Horror, Thriller",2020
The Land Before Time VI: The Secret of Saurus Rock,13.775,220,6.1,"Animation, Adventure, Family",1998
Doraemon: Nobita and the Green Giant Legend,13.774,23,6.4,"Adventure, Animation, Family",2008
The Berlin File,13.773,147,6.7,"Action, Thriller",2013
The Man in the Moon,13.771,219,7.3,"Drama, Family, Romance",1991
The Emerald Forest,13.769,178,6.7,"Action, Adventure, Drama",1985
My Favorite Wedding,13.768,58,7.1,"Comedy, Romance, TV Movie",2017
The Black Hole,13.767,322,5.8,"Adventure, Family, Science Fiction, Action",1979
The Night of the Hunter,13.767,1150,7.9,"Crime, Drama, Thriller",1955
Jesse Stone: Stone Cold,13.766,92,7,"Crime, Drama, Thriller, TV Movie",2005
Born Yesterday,13.765,117,7.2,"Comedy, Romance, Drama",1950
I'm Gonna Git You Sucka,13.764,134,6.3,"Comedy, Action, Crime",1988
Firewalker,13.763,124,5.4,"Action, Adventure, Comedy",1986
Running Scared,13.762,805,7,"Action, Crime, Drama, Thriller",2006
Bruce Lee: The Legend,13.761,87,8.2,Documentary,1984
Hanasaku Iroha: Home Sweet Home,13.76,31,6.1,"Animation, Drama, Comedy",2013
Wings,13.756,182,7.2,"Drama, Action, War, Romance",1927
Crazy/Beautiful,13.756,270,6.6,"Drama, Romance",2001
Liz and the Blue Bird,13.755,59,7.1,"Animation, Drama, Music",2018
Voyage of the Damned,13.755,39,6.1,"Drama, War",1976
Goal! II: Living the Dream,13.753,518,5.9,Drama,2007
Flower & Snake II,13.752,14,6.5,"Drama, Thriller, Romance",2005
Checkered Ninja 2,13.75,11,6.3,"Animation, Comedy",2021
Auto Focus,13.75,136,6.4,"Crime, Drama",2002
Hard Rain,13.75,536,5.8,"Thriller, Crime, Action",1998
Alien Convergence,13.749,37,4.1,"Horror, Action, Science Fiction",2017
Desierto,13.749,296,6.1,"Thriller, Drama",2015
Obsessed,13.748,522,5.8,"Drama, Thriller",2009
"Marry Me, Dude",13.747,827,6.3,Comedy,2017
Scorched Earth,13.746,74,5.3,"Action, Science Fiction",2018
Conspiracy Theory,13.746,1113,6.6,"Action, Drama, Mystery, Thriller",1997
Kung Fu Master Huo Yuanjia,13.745,1,10,"Action, Drama",2020
Under the Sea: A Descendants Story,13.745,67,7.7,"Music, TV Movie, Fantasy",2018
Barton Fink,13.744,1271,7.5,"Comedy, Drama",1991
Redline,13.741,119,5,"Action, Drama, Thriller",2007
Prom Night,13.741,547,5.1,"Horror, Crime, Drama",2008
Some Kind of Wonderful,13.74,354,6.8,"Drama, Romance",1987
The General's Daughter,13.74,687,6.4,"Thriller, Mystery, Drama, Crime",1999
Effie Gray,13.739,146,5.9,Drama,2014
Safety Not Guaranteed,13.738,1131,6.8,"Comedy, Romance, Science Fiction, Drama",2012
Lions for Lambs,13.738,572,6,"Action, Adventure, Drama, History",2007
Hacksaw,13.737,17,5.3,Horror,2020
A Dog's Will,13.736,859,8.5,"Adventure, Comedy",2000
Cencoroll,13.736,31,6.1,"Animation, Science Fiction",2009
The Guilt Trip,13.735,557,5.5,Comedy,2012
While We're Young,13.733,897,5.9,"Comedy, Drama, Mystery",2015
Caddyshack,13.733,864,6.7,Comedy,1980
Like.Share.Follow.,13.731,106,5.2,"Horror, Thriller, Romance",2017
The Secret: Dare to Dream,13.73,413,7.3,"Drama, Romance",2020
Harvey,13.73,451,7.7,"Comedy, Fantasy",1950
Made in Italy,13.729,169,6,"Comedy, Drama",2020
Woman Walks Ahead,13.728,129,6.8,"Drama, History, Western",2018
Timecrimes,13.728,944,7,"Science Fiction, Thriller",2007
The Guru,13.728,177,5.2,"Comedy, Romance",2002
The Tribes of Palos Verdes,13.726,60,5.3,Drama,2017
The Lady Vanishes,13.726,646,7.5,"Mystery, Thriller",1938
Spielberg,13.723,210,7.6,"Documentary, TV Movie",2017
Confidential Assignment,13.723,62,6.9,Action,2017
The Oil-Hell Murder,13.723,4,5.5,Drama,1992
Cómo Filmar Una XXX,13.722,15,5.9,Comedy,2017
Lord of Illusions,13.722,230,6,"Horror, Fantasy",1995
32 Malasana Street,13.721,536,6.5,Horror,2020
Becky,13.721,280,6.4,"Thriller, Crime, Horror",2020
College Road Trip,13.72,325,5.5,"Comedy, Family",2008
The Sure Thing,13.72,208,6.6,"Comedy, Romance",1985
Crying Freeman,13.716,221,6.3,"Action, Crime",1995
The Man Who Killed Don Quixote,13.715,835,6.8,"Adventure, Comedy, Drama, Fantasy",2018
A Guy Thing,13.715,267,5.9,"Comedy, Romance",2003
Hairspray,13.714,317,6.9,"Comedy, Drama, Family, Music, Romance",1988
Nocturama,13.712,192,6.5,"Drama, Thriller",2016
Emanuelle in America,13.71,54,5.1,"Drama, Mystery",1977
I Am Jonas,13.708,190,6.8,"Drama, Romance, TV Movie",2018
The Trials of Cate McCall,13.708,209,6.3,Drama,2013
Drive Me Crazy,13.708,263,6.4,"Drama, Comedy, Romance",1999
Ghost Town,13.708,753,6.5,"Comedy, Fantasy, Romance",2008
Look Who's Talking Too,13.708,1118,5.5,"Romance, Comedy",1990
About Love. Adults Only,13.707,29,6.1,"Romance, Comedy, Drama",2017
Post Grad,13.706,238,5,"Comedy, Drama",2009
An Education,13.706,1063,6.9,"Drama, Romance",2009
The Big Brawl,13.706,131,6.1,"Action, Comedy",1980
Carnage,13.704,2388,7.2,"Comedy, Drama",2011
WarGames,13.704,1369,7.1,Action,1983
The Drowning,13.703,105,4.5,"Drama, Thriller",2016
"¡A Volar, Joven!",13.703,83,7.9,Comedy,1947
The Swan Princess: Escape from Castle Mountain,13.703,245,6,"Family, Fantasy, Animation, Romance",1997
Love Wrecked,13.696,407,5.1,"Family, Romance",2005
Reap the Wild Wind,13.694,37,6.6,"Adventure, Drama, Romance",1942
Firefox,13.693,383,6,"Science Fiction, Action, Adventure, Thriller",1982
Tigerland,13.691,432,6.6,"Drama, War",2000
Dead Man Walking,13.691,1041,7.4,Drama,1995
Suspicion,13.69,553,7.1,"Mystery, Romance, Thriller",1941
Hollow Man II,13.689,185,4.9,"Horror, Action, Thriller, Science Fiction",2006
Little Buddha,13.689,314,6.3,"Drama, History",1993
Mr. Magoo,13.688,292,4.4,"Comedy, Family",1997
Assassination Games,13.687,295,6.2,Action,2011
Troll,13.686,144,4.9,"Fantasy, Horror",1986
Sex Story: Fifty Shades of Grey,13.684,9,5.3,Documentary,2015
3 Men and a Baby,13.684,779,6.2,"Family, Comedy",1987
The Fly,13.682,378,7.1,"Drama, Horror, Science Fiction",1958
Brotherhood of Blades,13.681,101,6.6,"Romance, Action, Drama",2014
The Odd Couple,13.679,408,7.6,Comedy,1968
Vanishing Point,13.678,329,7.2,"Action, Drama",1971
Southland Tales,13.676,407,5,"Comedy, Science Fiction, Drama, Mystery, Thriller",2007
Smokin' Aces 2: Assassins' Ball,13.673,208,5.4,"Action, Comedy",2010
My Best Friend,13.672,169,7.1,Drama,2018
Population 436,13.672,203,5.8,"Horror, Thriller",2006
"Ronia, The Robber''s Daughter",13.672,133,6.9,"Adventure, Drama, Fantasy, Family",1984
Sideways,13.67,1248,7.1,"Comedy, Drama, Romance",2004
Legend of the Red Dragon,13.669,91,6.6,"Action, Comedy, Adventure",1994
Death Sentence,13.669,831,6.6,"Action, Crime, Drama, Thriller",2007
Get Him to the Greek,13.668,1402,5.9,"Comedy, Adventure, Music",2010
My Father the Hero,13.667,156,5.4,"Comedy, Family, Romance",1994
Frankenstein Meets the Wolf Man,13.665,134,6.3,Horror,1943
All the Boys Love Mandy Lane,13.664,500,5.5,"Horror, Mystery, Thriller",2006
Cop Car,13.66,669,5.9,Thriller,2015
Moscow Does Not Believe in Tears,13.66,171,7.8,"Drama, Comedy, Romance",1980
Once Bitten,13.66,209,5.6,"Comedy, Horror, Romance",1985
Escape to Victory,13.66,682,6.8,"Drama, War",1981
How to Be Really Bad,13.659,59,6.9,Comedy,2018
Sube y Baja,13.659,78,8,Comedy,1959
Wild Mountain Thyme,13.658,96,5.3,"Romance, Drama",2020
Taxidermia,13.658,217,6.6,"Drama, Horror, Comedy",2006
Val,13.657,60,7.1,Documentary,2021
Feast of Love,13.655,186,6.2,"Romance, Drama",2007
Live Flesh,13.655,490,7.1,"Drama, Thriller, Romance",1997
Room on the Broom,13.654,64,6.4,"Family, Animation",2012
The Postman,13.654,805,6.2,"Science Fiction, Adventure, Action, War",1997
My Friend's Mom,13.651,6,3.8,Romance,2016
American Ninja 3: Blood Hunt,13.65,117,4.8,"Action, Adventure, Drama",1989
Futureworld,13.65,217,6,"Action, Adventure, Science Fiction, Thriller",1976
Elvis & Nixon,13.648,327,5.9,"Drama, Comedy, History",2016
The Incredible Hulk Returns,13.647,89,6.1,"Action, Drama, Adventure, TV Movie",1988
Southbound,13.646,475,6,"Fantasy, Thriller, Horror, Science Fiction",2015
Inside Job,13.646,733,7.7,Documentary,2010
Victor Crowley,13.645,178,5.6,"Comedy, Horror",2017
King Cobra,13.645,421,5.9,"Crime, Drama",2016
The Big Sleep,13.645,748,7.7,"Crime, Mystery, Thriller",1946
Detective Conan: The Phantom of Baker Street,13.643,121,7.6,"Animation, Adventure, Mystery",2002
King of Thieves,13.642,317,5.4,"Crime, Drama",2018
Twin Sitters,13.64,105,6.4,"Comedy, Family, Thriller",1994
Drop Zone,13.639,307,5.6,"Action, Thriller",1994
Hammer of the Gods,13.638,121,4.4,"History, Action, Adventure",2013
Daniel Isn't Real,13.636,123,6.1,"Horror, Mystery",2019
The Punisher: Dirty Laundry,13.636,282,7.1,"Drama, Action, Thriller",2012
Pippi Longstocking,13.636,95,6.8,"Adventure, Family",1969
Assassination Classroom the Movie: 365 Days' Time,13.633,37,6.7,"Action, Animation, Comedy",2016
Guernica,13.632,88,5.4,"Drama, War, Romance",2016
Jack Hunter and the Quest for Akhenaten's Tomb,13.631,22,6.4,Adventure,2008
Valentine,13.63,409,5.4,"Horror, Thriller",2001
Fame,13.629,308,5.7,"Music, Comedy, Drama, Romance",2009
Feast II: Sloppy Seconds,13.629,135,5.3,"Action, Comedy, Horror, Thriller",2008
"Planes, Trains and Automobiles",13.629,1416,7.2,Comedy,1987
Underdog Kids,13.627,13,5.6,"Family, Action",2015
Alice in Wonderland,13.627,34,6.2,"Adventure, Family, Fantasy",1933
Baby Boy,13.624,229,7.1,"Crime, Drama, Romance, Thriller",2001
The Gods Must Be Funny in China,13.622,9,5.3,Comedy,1994
Can't Buy Me Love,13.621,506,7,"Drama, Comedy, Romance",1987
Billionaire Boys Club,13.618,342,5.6,"Drama, Thriller",2018
Teeth,13.618,547,5.2,"Comedy, Horror",2007
The Assistant,13.616,296,6.5,Drama,2020
Three Little Pigs,13.615,287,6.8,"Music, Animation, Comedy, Family",1933
Kidnapped,13.614,162,6,"Horror, Thriller",2010
A Dirty Shame,13.614,209,5.3,Comedy,2004
Persona 3 the Movie: #3 Falling Down,13.613,18,7.1,"Action, Animation, Fantasy",2015
Rape Zombie: Lust of the Dead 2,13.611,27,4.6,"Horror, Comedy",2013
Stranger by the Lake,13.609,316,6.3,"Drama, Thriller",2013
Cleanskin,13.609,252,5.7,"Drama, Thriller, Crime",2012
Audible,13.607,33,7.1,Documentary,2021
A Rough Draft,13.607,122,5.5,"Fantasy, Action",2018
Minecraft: The Story of Mojang,13.606,32,7.3,Documentary,2012
Attack the Block,13.604,1640,6.4,"Action, Comedy, Science Fiction",2011
Weekend at Bernie's,13.604,758,6.4,"Comedy, Crime",1989
White Palace,13.603,100,6.2,"Drama, Romance",1990
Funny Girl,13.602,299,7.3,"Comedy, Drama, Romance",1968
Lucky Luke,13.601,454,4.4,"Comedy, Western, Adventure",2009
I Want You,13.601,305,4.8,"Romance, Comedy",2007
Arsenal,13.598,110,4.6,Thriller,2017
See No Evil 2,13.598,234,5.3,Horror,2014
The Heiress,13.598,170,7.7,"Drama, History, Romance",1949
Enforcement,13.593,88,6.2,"Action, Crime, Thriller",2020
El encanto,13.593,50,6.3,Drama,2020
Lottery Ticket,13.592,136,5.6,Comedy,2010
Half Past Dead,13.592,273,5.2,"Crime, Action, Thriller",2002
The ABCs of Death,13.591,440,5,Horror,2013
The Great Raid,13.591,263,6.6,"Action, History, War",2005
Chickenhare and the Hamster of Darkness,13.59,5,6.4,"Adventure, Animation, Comedy, Family, Fantasy",2022
Fireworks,13.59,452,7.7,"Crime, Drama",1997
iParty with Victorious,13.588,50,7.8,"TV Movie, Comedy, Family, Music",2011
The Conquest of Siberia,13.588,47,6.4,"History, Action, Drama",2019
Herod's Law,13.588,122,8,"Comedy, Crime, Drama",1999
The Valet,13.586,429,5.9,Comedy,2006
Glory Road,13.586,559,7.5,"Drama, History",2006
The Stepfather,13.585,658,5.8,"Horror, Thriller",2009
Cold Creek Manor,13.585,360,5.3,"Mystery, Thriller",2003
Double Dragon,13.581,238,4.3,"Action, Adventure, Comedy",1994
The Mimic,13.578,100,6.6,"Horror, Thriller",2017
Lean On Me,13.577,212,7.2,Drama,1989
Inland Empire,13.577,813,7.1,"Drama, Horror, Mystery, Fantasy",2006
Crown Vic,13.575,122,6.1,"Crime, Drama",2019
Dog Days,13.575,226,6.8,"Romance, Comedy, Drama",2018
The Devil's Backbone,13.574,899,7.3,"Fantasy, Drama, Horror, Thriller",2001
Buried Alive,13.572,102,6.7,"TV Movie, Horror, Thriller",1990
The Adventures of Rocky & Bullwinkle,13.571,293,4.1,"Family, Adventure, Animation, Comedy, Fantasy",2000
Poetry,13.567,221,7.5,Drama,2010
Extreme Movie,13.566,133,4.6,Comedy,2008
Get Over It,13.566,223,5.6,"Comedy, Romance",2001
Boundin',13.565,418,6.6,"Animation, Family, Music, Comedy",2003
Mystic Pizza,13.565,384,6.3,"Comedy, Drama, Romance",1988
Marquis de Sade: Justine,13.564,31,5.3,"Drama, Horror",1969
Tales of Halloween,13.563,360,5.7,"Horror, Thriller, Drama",2015
It's Complicated,13.563,1130,6.5,"Comedy, Romance",2009
Up to You,13.562,4,7,Romance,2018
Accidental Love,13.562,273,4.2,"Romance, Comedy",2015
The Little Bather,13.562,265,6.7,Comedy,1968
A Little Chaos,13.561,566,6.3,"Drama, Romance",2015
The Family Stone,13.559,731,6.3,"Comedy, Drama, Romance",2005
The Rewrite,13.556,477,6,"Romance, Comedy",2014
"Kiki, Love to Love",13.555,311,6.2,"Comedy, Romance",2016
The Final Cut,13.555,539,6,"Drama, Mystery, Science Fiction, Thriller",2004
Sommersby,13.55,281,6.3,"Drama, Thriller, Mystery, Romance",1993
The Soloist,13.549,615,6.7,"Drama, Music",2009
Prince of Darkness,13.549,683,6.8,Horror,1987
Life Like,13.547,161,6.4,"Thriller, Science Fiction",2019
Populaire,13.547,456,6.6,"Comedy, Romance",2012
The Tortured,13.547,119,5.3,Horror,2010
Latter Days,13.546,197,6.8,"Drama, Comedy, Romance",2004
Jade,13.546,177,5.4,"Thriller, Mystery",1995
Let the Right One In,13.545,2321,7.5,"Horror, Drama",2008
Blueberry,13.544,174,4.8,Western,2004
Nostalgia,13.544,367,7.9,"Drama, Romance",1983
Hustle & Flow,13.542,275,7.1,"Music, Drama",2005
Luce,13.541,184,6.5,Thriller,2019
The Players,13.54,579,4.7,Comedy,2012
Seven Days in May,13.537,138,7.3,"Drama, Thriller",1964
Tin Toy,13.536,331,6.2,"Animation, Family",1988
Go for It,13.535,380,6.9,"Adventure, Action, Comedy",1983
Pooka!,13.534,80,6.1,"Horror, Thriller, TV Movie",2018
Daddy Long Legs,13.533,66,6.5,"Drama, Music, Romance",1955
Detective Conan: The Raven Chaser,13.532,90,7.3,"Animation, Crime, Mystery, Thriller",2009
Black Candles,13.532,84,6.4,Horror,1982
Tokyo Decadence,13.53,64,5.9,Drama,1992
Celebrity,13.53,354,5.9,"Drama, Comedy",1998
Dark Light,13.529,92,6.1,"Horror, Science Fiction, Thriller",2019
The Gruffalo,13.529,230,7.2,"Animation, Family",2009
Summer Days with Coo,13.529,85,7.6,"Animation, Comedy, Romance",2007
Kung Fury,13.528,1545,7.5,"Action, Comedy, Science Fiction, Fantasy",2015
Mosul,13.527,177,6.7,"War, Drama, Action",2019
Tombstone of the Fireflies,13.527,14,7.4,"Drama, War",2008
On a Magical Night,13.526,201,6.3,"Comedy, Drama",2019
Absolutely Fabulous: The Movie,13.526,199,5.4,Comedy,2016
Maudie,13.526,325,7.8,"Drama, Romance",2016
"God, Sex and Truth",13.525,11,5.3,Romance,2018
Stay,13.524,979,6.6,"Mystery, Thriller, Drama",2005
Krabat,13.524,160,5.8,"Action, Fantasy, Horror",2008
Crayon Shin-chan: Action Mask vs. Leotard Devil,13.523,23,6.9,Animation,1993
A Moment of Romance,13.523,25,6.6,"Drama, Romance, Action, Crime",1990
The Best Little Whorehouse in Texas,13.523,117,6.1,Comedy,1982
Stratton,13.521,174,5,"Action, Thriller",2017
This Is It,13.521,729,7.2,"Music, Documentary",2009
Katyn,13.52,171,6.8,"Drama, History, War",2007
Penny Dreadful,13.515,98,5.5,"Horror, Thriller",2006
Michel Vaillant,13.515,134,5.5,"Action, Drama",2003
The Man Who Would Be King,13.515,447,7.5,"Adventure, Drama",1975
Faust,13.514,242,7.9,"Drama, Fantasy, Horror",1926
Ali G Indahouse,13.514,1059,6.1,Comedy,2002
Saints and Soldiers: Airborne Creed,13.512,60,5.5,"War, Drama, Action",2012
Clouds of Sils Maria,13.511,616,6.6,Drama,2014
Iceman,13.511,90,6.1,Science Fiction,1984
The Immortal Life of Henrietta Lacks,13.51,82,6.6,"Drama, TV Movie",2017
School Dance,13.51,113,7.5,"Comedy, Music, Drama",2014
Return of the Living Dead: Rave to the Grave,13.51,140,5.2,"Horror, Comedy",2005
Red Sun,13.51,166,6.9,Western,1971
Romeo Is Bleeding,13.51,120,6.1,Crime,1993
Here Alone,13.509,154,5.7,"Horror, Thriller, Science Fiction",2016
Cutie Honey,13.509,49,6.4,Action,2004
Night and the City,13.507,172,7.6,"Drama, Thriller, Crime, Mystery",1950
Ouija: Summoning (You Will Kill),13.506,20,4.3,Horror,2015
Dil To Pagal Hai,13.506,116,6.8,"Drama, Romance, Comedy",1997
Housesitter,13.506,331,6.1,"Comedy, Romance",1992
Jay and Silent Bob Reboot,13.503,343,5.7,Comedy,2019
Under the Tree,13.502,120,6.8,"Drama, Comedy",2017
Gotti,13.502,486,5.3,"Crime, Drama, History, Thriller",2018
